frame	xtl	ytl	xbr	ybr	class
2018_02-13_1418_left/021555	1496	884	1532	938	4.1
2018_02-13_1418_left/021556	1059	900	1092	952	2.1
2018_02-13_1418_left/021556	1502	879	1540	934	4.1
2018_02-13_1418_left/021557	1060	898	1094	951	2.1
2018_02-13_1418_left/021557	1507	878	1548	936	4.1
2018_02-13_1418_left/021558	1060	892	1096	948	2.1
2018_02-13_1418_left/021558	1509	880	1550	938	4.1
2018_02-13_1418_left/021559	1059	890	1095	946	2.1
2018_02-13_1418_left/021559	1515	881	1555	936	4.1
2018_02-13_1418_left/021560	1058	889	1095	945	2.1
2018_02-13_1418_left/021561	1059	879	1094	933	2.1
2018_02-13_1418_left/021562	2325	595	2452	824	2.1
2018_02-13_1418_left/021562	1060	882	1095	936	2.1
2018_02-13_1418_left/021562	1060	940	1090	986	4.1
2018_02-13_1418_left/021563	2365	582	2454	816	2.1
2018_02-13_1418_left/021563	1061	881	1095	933	2.1
2018_02-13_1418_left/021563	1062	934	1092	978	4.1
2018_02-13_1418_left/021564	1059	879	1095	933	2.1
2018_02-13_1418_left/021564	1060	936	1090	981	4.1
2018_02-13_1418_left/021565	1059	876	1096	931	2.1
2018_02-13_1418_left/021566	1059	873	1095	928	2.1
2018_02-13_1418_left/021567	1060	872	1096	928	2.1
2018_02-13_1418_left/021568	1060	870	1097	926	2.1
2018_02-13_1418_left/021569	1060	873	1097	929	2.1
2018_02-13_1418_left/021570	1059	870	1098	929	2.1
2018_02-13_1418_left/021571	1056	872	1095	930	2.1
2018_02-13_1418_left/021571	1056	930	1089	979	4.1
2018_02-13_1418_left/021572	1056	872	1095	930	2.1
2018_02-13_1418_left/021573	1054	869	1095	929	2.1
2018_02-13_1418_left/021573	1054	930	1087	980	4.1
2018_02-13_1418_left/021574	1054	869	1094	930	2.1
2018_02-13_1418_left/021574	1055	929	1088	978	4.1
2018_02-13_1418_left/021575	1054	868	1096	930	2.1
2018_02-13_1418_left/021576	1051	868	1092	928	2.1
2018_02-13_1418_left/021577	1052	867	1093	928	2.1
2018_02-13_1418_left/021578	1045	866	1086	926	2.1
2018_02-13_1418_left/021578	1049	928	1082	977	3.27
2018_02-13_1418_left/021579	1045	866	1087	928	2.1
2018_02-13_1418_left/021580	1046	865	1089	928	2.1
2018_02-13_1418_left/021581	1625	741	1687	817	2.4
2018_02-13_1418_left/021581	1042	864	1085	928	2.1
2018_02-13_1418_left/021582	1631	741	1694	816	2.4
2018_02-13_1418_left/021582	1044	862	1089	927	2.1
2018_02-13_1418_left/021583	1634	741	1701	815	2.4
2018_02-13_1418_left/021583	1039	862	1084	928	2.1
2018_02-13_1418_left/021584	1643	738	1709	812	2.4
2018_02-13_1418_left/021584	1038	862	1084	928	2.1
2018_02-13_1418_left/021584	1045	926	1080	978	4.1
2018_02-13_1418_left/021585	1647	735	1712	811	2.4
2018_02-13_1418_left/021585	1038	863	1083	928	2.1
2018_02-13_1418_left/021585	1045	926	1080	978	4.1
2018_02-13_1418_left/021586	1654	734	1716	812	2.4
2018_02-13_1418_left/021586	1035	859	1081	926	2.1
2018_02-13_1418_left/021587	1666	728	1732	812	2.4
2018_02-13_1418_left/021587	1032	856	1080	926	2.1
2018_02-13_1418_left/021588	1668	726	1733	808	2.4
2018_02-13_1418_left/021588	1031	849	1083	924	2.1
2018_02-13_1418_left/021589	1672	722	1738	805	2.4
2018_02-13_1418_left/021589	1030	850	1081	924	2.1
2018_02-13_1418_left/021590	1680	720	1748	805	2.4
2018_02-13_1418_left/021590	1025	845	1080	925	2.1
2018_02-13_1418_left/021591	1686	713	1757	801	2.4
2018_02-13_1418_left/021591	1024	842	1078	921	2.1
2018_02-13_1418_left/021592	1694	711	1765	801	2.4
2018_02-13_1418_left/021592	1023	846	1076	925	2.1
2018_02-13_1418_left/021593	1701	709	1771	798	2.4
2018_02-13_1418_left/021593	1023	842	1077	920	2.1
2018_02-13_1418_left/021593	1022	921	1062	981	4.1
2018_02-13_1418_left/021594	1706	703	1778	793	2.4
2018_02-13_1418_left/021594	1021	848	1073	922	2.1
2018_02-13_1418_left/021595	1717	703	1788	789	2.4
2018_02-13_1418_left/021595	1017	850	1071	927	2.1
2018_02-13_1418_left/021595	1017	917	1058	979	4.1
2018_02-13_1418_left/021596	1721	699	1791	785	2.4
2018_02-13_1418_left/021596	1015	916	1055	978	4.1
2018_02-13_1418_left/021597	1733	693	1809	786	2.4
2018_02-13_1418_left/021597	1012	917	1051	977	4.1
2018_02-13_1418_left/021598	1742	678	1820	774	2.4
2018_02-13_1418_left/021599	1750	674	1828	774	2.4
2018_02-13_1418_left/021599	1006	916	1046	978	4.1
2018_02-13_1418_left/021600	1758	671	1835	770	2.4
2018_02-13_1418_left/021601	1766	667	1843	766	2.4
2018_02-13_1418_left/021602	1777	662	1860	764	2.4
2018_02-13_1418_left/021602	1001	888	1050	960	4.1
2018_02-13_1418_left/021603	1786	659	1869	764	2.4
2018_02-13_1418_left/021603	989	889	1040	962	4.1
2018_02-13_1418_left/021604	1798	672	1880	775	2.4
2018_02-13_1418_left/021604	986	887	1038	963	4.1
2018_02-13_1418_left/021605	977	888	1028	961	4.1
2018_02-13_1418_left/021606	973	888	1027	963	4.1
2018_02-13_1418_left/021607	969	886	1024	964	4.1
2018_02-13_1418_left/021608	966	882	1021	962	4.1
2018_02-13_1418_left/021609	1855	708	1931	810	4.1
2018_02-13_1418_left/021609	961	884	1018	967	4.1
2018_02-13_1418_left/021610	1870	701	1951	806	4.1
2018_02-13_1418_left/021610	954	882	1011	963	4.1
2018_02-13_1418_left/021611	1886	702	1967	805	4.1
2018_02-13_1418_left/021611	951	882	1009	966	4.1
2018_02-13_1418_left/021612	1899	696	1982	804	4.1
2018_02-13_1418_left/021612	944	877	1003	963	4.1
2018_02-13_1418_left/021613	1913	685	1996	796	4.1
2018_02-13_1418_left/021613	933	873	998	966	4.1
2018_02-13_1418_left/021614	1921	563	2030	687	2.4
2018_02-13_1418_left/021614	1929	683	2010	795	4.1
2018_02-13_1418_left/021614	930	875	994	965	4.1
2018_02-13_1418_left/021615	1932	555	2041	690	2.4
2018_02-13_1418_left/021615	1940	673	2023	787	4.1
2018_02-13_1418_left/021615	923	871	989	964	4.1
2018_02-13_1418_left/021616	1952	551	2066	688	2.4
2018_02-13_1418_left/021616	1952	670	2039	784	4.1
2018_02-13_1418_left/021616	917	869	982	964	4.1
2018_02-13_1418_left/021617	1963	544	2075	678	2.4
2018_02-13_1418_left/021617	1970	664	2058	782	4.1
2018_02-13_1418_left/021617	911	864	978	963	4.1
2018_02-13_1418_left/021618	1978	530	2096	666	2.4
2018_02-13_1418_left/021618	1990	660	2080	779	4.1
2018_02-13_1418_left/021618	908	859	978	960	4.1
2018_02-13_1418_left/021619	1994	521	2116	659	2.4
2018_02-13_1418_left/021619	2009	651	2099	775	4.1
2018_02-13_1418_left/021619	899	871	965	970	4.1
2018_02-13_1418_left/021620	2017	499	2138	643	2.4
2018_02-13_1418_left/021620	2033	627	2128	757	4.1
2018_02-13_1418_left/021620	888	866	958	970	4.1
2018_02-13_1418_left/021621	2030	487	2163	636	2.4
2018_02-13_1418_left/021621	2048	629	2149	760	4.1
2018_02-13_1418_left/021621	881	865	954	971	4.1
2018_02-13_1418_left/021622	2057	470	2197	627	2.4
2018_02-13_1418_left/021622	868	707	968	853	2.1
2018_02-13_1418_left/021622	2066	620	2172	754	4.1
2018_02-13_1418_left/021622	875	866	949	974	4.1
2018_02-13_1418_left/021623	2083	461	2223	616	2.4
2018_02-13_1418_left/021623	863	705	967	854	2.1
2018_02-13_1418_left/021623	2092	610	2198	748	4.1
2018_02-13_1418_left/021623	864	861	942	973	4.1
2018_02-13_1418_left/021624	2103	444	2249	607	2.4
2018_02-13_1418_left/021624	857	702	964	853	2.1
2018_02-13_1418_left/021624	2122	601	2226	739	4.1
2018_02-13_1418_left/021624	861	860	942	976	4.1
2018_02-13_1418_left/021625	2130	425	2285	584	2.4
2018_02-13_1418_left/021625	849	693	958	847	2.1
2018_02-13_1418_left/021625	2146	582	2261	727	4.1
2018_02-13_1418_left/021625	855	854	935	969	4.1
2018_02-13_1418_left/021626	2154	411	2314	571	2.4
2018_02-13_1418_left/021626	833	694	942	844	2.1
2018_02-13_1418_left/021626	2167	570	2293	726	4.1
2018_02-13_1418_left/021626	850	857	930	970	4.1
2018_02-13_1418_left/021627	2200	375	2362	551	2.4
2018_02-13_1418_left/021627	820	687	933	841	2.1
2018_02-13_1418_left/021627	2216	563	2333	713	4.1
2018_02-13_1418_left/021627	841	849	925	966	4.1
2018_02-13_1418_left/021628	2228	365	2396	545	2.4
2018_02-13_1418_left/021628	2241	539	2376	701	4.1
2018_02-13_1418_left/021628	811	687	925	841	2.1
2018_02-13_1418_left/021628	824	849	908	966	4.1
2018_02-13_1418_left/021629	2264	346	2430	532	2.4
2018_02-13_1418_left/021629	2274	534	2406	701	4.1
2018_02-13_1418_left/021629	802	681	920	840	2.1
2018_02-13_1418_left/021629	815	847	896	964	4.1
2018_02-13_1418_left/021630	2293	332	2442	516	2.4
2018_02-13_1418_left/021630	2310	522	2440	693	4.1
2018_02-13_1418_left/021630	789	669	913	835	2.1
2018_02-13_1418_left/021630	807	849	887	964	4.1
2018_02-13_1418_left/021631	2350	499	2446	681	3.27
2018_02-13_1418_left/021631	773	659	905	830	2.1
2018_02-13_1418_left/021631	794	847	876	966	4.1
2018_02-13_1418_left/021632	761	656	891	822	2.1
2018_02-13_1418_left/021632	779	838	866	963	4.1
2018_02-13_1418_left/021633	750	646	881	818	2.1
2018_02-13_1418_left/021633	761	835	853	963	4.1
2018_02-13_1418_left/021634	738	632	874	811	2.1
2018_02-13_1418_left/021634	748	829	842	961	4.1
2018_02-13_1418_left/021635	719	628	854	808	2.1
2018_02-13_1418_left/021635	733	823	832	959	4.1
2018_02-13_1418_left/021636	709	623	848	805	2.1
2018_02-13_1418_left/021636	722	818	824	956	4.1
2018_02-13_1418_left/021637	689	606	836	799	2.1
2018_02-13_1418_left/021637	710	803	817	952	4.1
2018_02-13_1418_left/021638	663	597	816	788	2.1
2018_02-13_1418_left/021638	676	802	790	946	4.1
2018_02-13_1418_left/021639	651	585	804	779	2.1
2018_02-13_1418_left/021639	656	797	783	945	4.1
2018_02-13_1418_left/021640	631	580	788	776	2.1
2018_02-13_1418_left/021640	639	793	761	946	4.1
2018_02-13_1418_left/021641	618	568	774	772	2.1
2018_02-13_1418_left/021641	627	788	748	948	4.1
2018_02-13_1418_left/021642	600	549	758	766	2.1
2018_02-13_1418_left/021642	601	781	728	949	4.1
2018_02-13_1418_left/021643	569	531	740	762	2.1
2018_02-13_1418_left/021643	575	777	706	948	4.1
2018_02-13_1418_left/021644	537	520	721	753	2.1
2018_02-13_1418_left/021644	538	764	695	951	4.1
2018_02-13_1418_left/021645	515	496	703	741	2.1
2018_02-13_1418_left/021645	527	760	673	948	4.1
2018_02-13_1418_left/021646	492	475	684	727	2.1
2018_02-13_1418_left/021646	511	751	656	941	4.1
2018_02-13_1418_left/021647	442	461	663	718	2.1
2018_02-13_1418_left/021647	469	747	623	939	4.1
2018_02-13_1418_left/021648	418	435	647	712	2.1
2018_02-13_1418_left/021648	450	737	604	932	4.1
2018_02-13_1418_left/021649	385	408	619	701	2.1
2018_02-13_1418_left/021649	408	708	588	940	4.1
2018_02-13_1418_left/021650	334	378	587	687	2.1
2018_02-13_1418_left/021650	360	692	561	935	4.1
2018_02-13_1418_left/021651	300	347	561	671	2.1
2018_02-13_1418_left/021651	329	681	524	928	4.1
2018_02-13_1418_left/021652	246	323	530	652	2.1
2018_02-13_1418_left/021652	288	673	489	923	4.1
2018_02-13_1418_left/021653	197	265	492	624	2.1
2018_02-13_1418_left/021653	246	634	463	924	4.1
2018_02-13_1418_left/021654	144	220	440	603	2.1
2018_02-13_1418_left/021654	176	629	395	916	4.1
2018_02-13_1418_left/021655	72	174	395	581	2.1
2018_02-13_1418_left/021655	118	619	351	917	4.1
2018_02-13_1418_left/021656	-5	140	353	550	2.1
2018_02-13_1418_left/021656	39	597	293	911	4.1
2018_02-13_1418_left/021657	2	73	270	524	2.1
2018_02-13_1418_left/021657	-1	579	225	912	4.1
2018_02-13_1418_left/021766	2379	545	2449	701	2.1
2018_02-13_1418_left/021784	1494	875	1530	930	2.1
2018_02-13_1418_left/021788	1495	869	1530	923	2.1
2018_02-13_1418_left/021790	1497	875	1533	929	2.1
2018_02-13_1418_left/021792	1497	875	1534	930	2.1
2018_02-13_1418_left/021805	1508	874	1547	932	2.1
2018_02-13_1418_left/021806	1513	870	1553	928	2.1
2018_02-13_1418_left/021807	1516	870	1555	927	2.1
2018_02-13_1418_left/021808	1519	873	1558	934	2.1
2018_02-13_1418_left/021809	1514	875	1552	935	2.4
2018_02-13_1418_left/021811	1517	871	1555	929	2.4
2018_02-13_1418_left/021812	1519	859	1556	915	2.1
2018_02-13_1418_left/021818	1524	864	1560	919	5.19
2018_02-13_1418_left/021822	1529	872	1564	924	4.2
2018_02-13_1418_left/021823	1530	868	1566	922	4.2
2018_02-13_1418_left/021826	1535	867	1570	919	4.2
2018_02-13_1418_left/021827	1537	867	1571	917	3.27
2018_02-13_1418_left/021828	1540	850	1574	902	2.1
2018_02-13_1418_left/021829	1540	859	1575	909	4.2
2018_02-13_1418_left/021832	1544	859	1577	908	3.27
2018_02-13_1418_left/021841	1549	854	1585	905	5.19
2018_02-13_1418_left/021845	1556	850	1590	900	2.1
2018_02-13_1418_left/021846	1560	871	1592	918	5.19
2018_02-13_1418_left/021847	1563	862	1597	912	4.2
2018_02-13_1418_left/021848	1565	862	1599	912	4.2
2018_02-13_1418_left/021849	1568	858	1603	910	2.4
2018_02-13_1418_left/021850	1571	856	1607	908	2.1
2018_02-13_1418_left/021854	1595	857	1630	909	2.1
2018_02-13_1418_left/021855	1599	860	1636	915	2.1
2018_02-13_1418_left/021856	1601	858	1640	916	2.1
2018_02-13_1418_left/021857	1609	866	1648	924	2.1
2018_02-13_1418_left/021858	1617	861	1657	920	2.1
2018_02-13_1418_left/021859	1623	866	1663	925	2.1
2018_02-13_1418_left/021860	1630	866	1670	925	2.1
2018_02-13_1418_left/021861	1634	866	1675	926	2.1
2018_02-13_1418_left/021862	1636	855	1681	921	2.1
2018_02-13_1418_left/021863	1641	858	1680	915	2.1
2018_02-13_1418_left/021864	1646	850	1684	904	2.1
2018_02-13_1418_left/021865	1653	846	1691	900	2.1
2018_02-13_1418_left/021866	1660	839	1698	893	2.1
2018_02-13_1418_left/021867	1663	839	1699	892	2.1
2018_02-13_1418_left/021868	1666	836	1705	892	2.1
2018_02-13_1418_left/021898	1828	793	1870	855	2.1
2018_02-13_1418_left/021899	1841	787	1884	850	2.1
2018_02-13_1418_left/021900	1843	794	1882	851	2.1
2018_02-13_1418_left/021901	1847	780	1889	845	2.1
2018_02-13_1418_left/021902	1849	787	1889	848	2.1
2018_02-13_1418_left/021903	1850	785	1889	845	2.1
2018_02-13_1418_left/021914	1927	746	1977	818	2.1
2018_02-13_1418_left/021915	1928	741	1979	818	2.1
2018_02-13_1418_left/021916	1940	743	1994	820	2.1
2018_02-13_1418_left/021917	1948	740	2002	820	2.1
2018_02-13_1418_left/021920	1975	737	2038	825	2.1
2018_02-13_1418_left/021921	1986	735	2049	825	2.1
2018_02-13_1418_left/021922	1994	729	2059	826	2.1
2018_02-13_1418_left/021923	2001	723	2068	825	2.1
2018_02-13_1418_left/021924	2006	721	2071	819	2.1
2018_02-13_1418_left/021925	2011	706	2079	808	2.1
2018_02-13_1418_left/021926	2023	714	2088	809	2.1
2018_02-13_1418_left/021927	2029	713	2095	810	2.1
2018_02-13_1418_left/021928	2039	707	2117	813	2.1
2018_02-13_1418_left/021929	2044	701	2124	815	2.1
2018_02-13_1418_left/021930	2049	688	2126	798	2.1
2018_02-13_1418_left/021931	2061	690	2136	797	2.1
2018_02-13_1418_left/021932	2070	677	2150	792	2.1
2018_02-13_1418_left/021933	2083	683	2163	794	2.1
2018_02-13_1418_left/021934	2096	666	2178	782	2.1
2018_02-13_1418_left/021935	2113	663	2198	783	2.1
2018_02-13_1418_left/021936	2127	667	2210	780	2.1
2018_02-13_1418_left/021937	2143	664	2221	771	2.1
2018_02-13_1418_left/021938	2157	663	2237	771	2.1
2018_02-13_1418_left/021938	275	967	310	1022	5.19
2018_02-13_1418_left/021939	2170	653	2256	768	2.1
2018_02-13_1418_left/021939	264	960	302	1017	5.19
2018_02-13_1418_left/021940	2187	657	2264	764	2.1
2018_02-13_1418_left/021940	253	960	295	1021	5.19
2018_02-13_1418_left/021941	2196	649	2281	762	2.1
2018_02-13_1418_left/021941	249	966	289	1030	5.19
2018_02-13_1418_left/021942	2218	631	2315	763	2.1
2018_02-13_1418_left/021942	239	960	281	1024	5.19
2018_02-13_1418_left/021943	2229	638	2321	761	2.1
2018_02-13_1418_left/021943	226	971	265	1032	5.19
2018_02-13_1418_left/021943	1544	933	1571	976	5.19
2018_02-13_1418_left/021944	2250	626	2344	754	2.1
2018_02-13_1418_left/021944	221	968	260	1029	5.19
2018_02-13_1418_left/021945	2264	622	2364	755	2.1
2018_02-13_1418_left/021945	210	972	247	1031	5.19
2018_02-13_1418_left/021945	1546	932	1574	976	5.19
2018_02-13_1418_left/021946	2281	619	2378	751	2.1
2018_02-13_1418_left/021946	1546	931	1575	977	5.19
2018_02-13_1418_left/021947	2303	612	2400	745	2.1
2018_02-13_1418_left/021947	187	972	221	1032	5.19
2018_02-13_1418_left/021947	1542	934	1570	978	5.19
2018_02-13_1418_left/021948	2320	606	2418	743	2.1
2018_02-13_1418_left/021948	176	967	212	1020	5.19
2018_02-13_1418_left/021948	1544	933	1571	977	5.19
2018_02-13_1418_left/021949	2337	595	2436	734	2.1
2018_02-13_1418_left/021949	159	969	197	1029	5.19
2018_02-13_1418_left/021950	2353	591	2445	728	2.1
2018_02-13_1418_left/021950	146	966	186	1027	5.19
2018_02-13_1418_left/021950	1037	939	1070	986	5.19
2018_02-13_1418_left/021950	1536	940	1562	981	5.19
2018_02-13_1418_left/021951	2377	582	2458	723	2.1
2018_02-13_1418_left/021951	129	965	168	1024	5.19
2018_02-13_1418_left/021951	1539	940	1566	982	5.19
2018_02-13_1418_left/021952	112	958	155	1023	5.19
2018_02-13_1418_left/021953	104	963	147	1025	5.19
2018_02-13_1418_left/021954	90	963	129	1021	5.19
2018_02-13_1418_left/021955	73	962	113	1021	5.19
2018_02-13_1418_left/021955	1011	941	1044	992	5.19
2018_02-13_1418_left/021959	8	955	48	1026	5.19
2018_02-13_1418_left/021959	1000	932	1033	983	5.19
2018_02-13_1418_left/021960	5	964	36	1028	5.19
2018_02-13_1418_left/021960	998	934	1027	980	5.19
2018_02-13_1418_left/021961	992	935	1023	983	5.19
2018_02-13_1418_left/021962	988	935	1021	984	5.19
2018_02-13_1418_left/021966	970	935	1001	982	5.19
2018_02-13_1418_left/021967	970	940	1003	988	5.19
2018_02-13_1418_left/021968	968	935	998	981	5.19
2018_02-13_1418_left/021973	945	934	978	984	5.19
2018_02-13_1418_left/021975	942	935	973	985	5.19
2018_02-13_1418_left/021977	935	932	965	977	5.19
2018_02-13_1418_left/021984	1505	936	1539	984	5.19
2018_02-13_1418_left/021985	1506	938	1538	984	5.19
2018_02-13_1418_left/021987	903	939	935	986	5.19
2018_02-13_1418_left/021990	893	947	926	998	5.19
2018_02-13_1418_left/021990	1526	937	1559	983	5.19
2018_02-13_1418_left/021991	893	948	927	998	5.19
2018_02-13_1418_left/021991	1528	937	1563	985	5.19
2018_02-13_1418_left/021993	1535	937	1570	987	5.19
2018_02-13_1418_left/021995	888	944	919	991	5.19
2018_02-13_1418_left/021995	1542	930	1578	978	5.19
2018_02-13_1418_left/021998	1549	938	1582	985	5.19
2018_02-13_1418_left/021999	1548	933	1583	977	5.19
2018_02-13_1418_left/022000	1554	935	1587	980	5.19
2018_02-13_1418_left/022001	1552	930	1588	976	5.19
2018_02-13_1418_left/022002	1552	938	1587	985	5.19
2018_02-13_1418_left/022003	859	938	888	982	5.19
2018_02-13_1418_left/022003	1554	932	1587	980	5.19
2018_02-13_1418_left/022006	1555	902	1590	954	4.1
2018_02-13_1418_left/022008	1550	897	1586	950	4.1
2018_02-13_1418_left/022009	1554	902	1588	954	4.1
2018_02-13_1418_left/022009	849	934	879	983	5.19
2018_02-13_1418_left/022010	1562	907	1597	958	4.1
2018_02-13_1418_left/022010	845	935	875	981	5.19
2018_02-13_1418_left/022011	1561	904	1597	958	4.1
2018_02-13_1418_left/022011	841	937	872	983	5.19
2018_02-13_1418_left/022013	1575	907	1614	965	5.19
2018_02-13_1418_left/022015	1578	904	1620	965	5.19
2018_02-13_1418_left/022016	1584	905	1627	967	5.19
2018_02-13_1418_left/022017	1586	903	1629	965	5.19
2018_02-13_1418_left/022019	1587	906	1636	964	5.19
2018_02-13_1418_left/022021	819	914	851	964	4.1
2018_02-13_1418_left/022024	1609	902	1657	970	5.19
2018_02-13_1418_left/022025	1613	904	1660	968	5.19
2018_02-13_1418_left/022025	786	924	817	972	5.19
2018_02-13_1418_left/022026	785	925	815	972	5.19
2018_02-13_1418_left/022027	1623	905	1670	966	5.19
2018_02-13_1418_left/022027	782	923	816	973	5.19
2018_02-13_1418_left/022028	1625	902	1674	964	5.19
2018_02-13_1418_left/022029	774	922	810	974	5.19
2018_02-13_1418_left/022031	766	910	805	968	5.19
2018_02-13_1418_left/022031	1647	897	1693	965	5.19
2018_02-13_1418_left/022032	779	903	816	958	4.1
2018_02-13_1418_left/022033	769	903	810	963	5.19
2018_02-13_1418_left/022034	758	907	795	963	5.19
2018_02-13_1418_left/022034	1674	894	1722	961	5.19
2018_02-13_1418_left/022035	760	908	798	965	5.19
2018_02-13_1418_left/022036	751	902	795	966	5.19
2018_02-13_1418_left/022036	1676	894	1732	957	5.19
2018_02-13_1418_left/022037	1682	887	1735	958	5.19
2018_02-13_1418_left/022038	752	905	792	961	5.19
2018_02-13_1418_left/022038	1683	889	1738	953	5.19
2018_02-13_1418_left/022039	738	895	778	953	5.19
2018_02-13_1418_left/022039	1680	886	1737	947	5.19
2018_02-13_1418_left/022040	720	891	759	950	5.19
2018_02-13_1418_left/022040	1686	886	1748	949	5.19
2018_02-13_1418_left/022041	721	894	761	952	5.19
2018_02-13_1418_left/022041	1695	881	1751	947	5.19
2018_02-13_1418_left/022042	716	897	758	956	5.19
2018_02-13_1418_left/022042	1703	877	1759	951	5.19
2018_02-13_1418_left/022043	710	894	748	950	5.19
2018_02-13_1418_left/022043	1706	876	1769	947	5.19
2018_02-13_1418_left/022044	706	893	746	954	5.19
2018_02-13_1418_left/022044	1709	875	1774	946	5.19
2018_02-13_1418_left/022045	703	890	743	950	5.19
2018_02-13_1418_left/022045	1718	874	1776	950	5.19
2018_02-13_1418_left/022046	696	889	735	948	5.19
2018_02-13_1418_left/022046	1727	868	1784	947	5.19
2018_02-13_1418_left/022047	691	892	731	950	5.19
2018_02-13_1418_left/022047	1734	873	1795	944	5.19
2018_02-13_1418_left/022048	690	892	727	947	5.19
2018_02-13_1418_left/022048	1726	874	1798	945	5.19
2018_02-13_1418_left/022049	680	898	718	956	5.19
2018_02-13_1418_left/022049	1751	869	1808	944	5.19
2018_02-13_1418_left/022050	674	898	712	954	5.19
2018_02-13_1418_left/022050	1749	872	1816	942	5.19
2018_02-13_1418_left/022051	670	900	709	958	5.19
2018_02-13_1418_left/022051	1762	878	1819	953	5.19
2018_02-13_1418_left/022052	664	899	703	957	5.19
2018_02-13_1418_left/022052	1771	880	1825	957	5.19
2018_02-13_1418_left/022053	662	900	704	962	5.19
2018_02-13_1418_left/022053	1776	872	1835	952	5.19
2018_02-13_1418_left/022054	652	897	696	962	5.19
2018_02-13_1418_left/022054	1777	875	1836	955	5.19
2018_02-13_1418_left/022055	648	896	692	961	5.19
2018_02-13_1418_left/022055	1791	870	1851	953	5.19
2018_02-13_1418_left/022056	641	894	683	956	5.19
2018_02-13_1418_left/022056	1803	868	1863	955	5.19
2018_02-13_1418_left/022057	633	892	678	956	5.19
2018_02-13_1418_left/022057	1810	867	1867	949	5.19
2018_02-13_1418_left/022058	627	903	672	965	5.19
2018_02-13_1418_left/022058	1820	871	1878	951	5.19
2018_02-13_1418_left/022059	617	902	662	966	5.19
2018_02-13_1418_left/022059	1821	873	1877	956	5.19
2018_02-13_1418_left/022060	616	907	660	969	5.19
2018_02-13_1418_left/022060	1832	879	1896	964	5.19
2018_02-13_1418_left/022061	608	907	651	969	5.19
2018_02-13_1418_left/022061	1859	882	1917	960	5.19
2018_02-13_1418_left/022062	1859	885	1927	961	5.19
2018_02-13_1418_left/022062	592	913	640	982	5.19
2018_02-13_1418_left/022063	1873	878	1939	968	5.19
2018_02-13_1418_left/022063	586	914	630	981	5.19
2018_02-13_1418_left/022064	578	904	623	970	5.19
2018_02-13_1418_left/022064	1882	872	1947	958	5.19
2018_02-13_1418_left/022065	1886	878	1956	966	5.19
2018_02-13_1418_left/022065	575	915	621	984	5.19
2018_02-13_1418_left/022066	566	899	613	970	5.19
2018_02-13_1418_left/022066	1897	865	1964	956	5.19
2018_02-13_1418_left/022067	560	903	606	971	5.19
2018_02-13_1418_left/022067	1908	858	1983	957	5.19
2018_02-13_1418_left/022068	530	904	578	972	5.19
2018_02-13_1418_left/022068	1919	872	1995	968	5.19
2018_02-13_1418_left/022069	524	900	574	972	5.19
2018_02-13_1418_left/022069	1933	853	2005	949	5.19
2018_02-13_1418_left/022070	508	902	555	970	5.19
2018_02-13_1418_left/022070	1936	846	2013	946	5.19
2018_02-13_1418_left/022071	506	894	554	964	5.19
2018_02-13_1418_left/022071	1964	839	2037	936	5.19
2018_02-13_1418_left/022072	490	890	540	960	5.19
2018_02-13_1418_left/022072	1970	836	2047	938	5.19
2018_02-13_1418_left/022073	481	884	533	959	5.19
2018_02-13_1418_left/022073	1990	829	2069	935	5.19
2018_02-13_1418_left/022074	465	880	515	954	5.19
2018_02-13_1418_left/022074	1995	829	2075	932	5.19
2018_02-13_1418_left/022075	462	877	515	952	5.19
2018_02-13_1418_left/022075	2016	829	2095	931	5.19
2018_02-13_1418_left/022076	448	884	500	958	5.19
2018_02-13_1418_left/022076	2038	825	2133	936	5.19
2018_02-13_1418_left/022077	432	872	484	943	5.19
2018_02-13_1418_left/022077	2055	818	2146	922	5.19
2018_02-13_1418_left/022078	419	875	475	949	5.19
2018_02-13_1418_left/022078	2071	818	2166	933	5.19
2018_02-13_1418_left/022079	406	861	461	941	5.19
2018_02-13_1418_left/022079	2095	815	2183	933	5.19
2018_02-13_1418_left/022080	399	867	453	945	5.19
2018_02-13_1418_left/022080	2114	817	2197	929	5.19
2018_02-13_1418_left/022081	379	859	437	942	5.19
2018_02-13_1418_left/022081	2126	809	2211	920	5.19
2018_02-13_1418_left/022082	375	845	433	926	5.19
2018_02-13_1418_left/022083	353	849	416	930	5.19
2018_02-13_1418_left/022084	334	833	393	912	5.19
2018_02-13_1418_left/022085	317	822	377	904	5.19
2018_02-13_1418_left/022086	303	822	363	903	5.19
2018_02-13_1418_left/022087	282	809	339	892	5.19
2018_02-13_1418_left/022088	266	820	324	899	5.19
2018_02-13_1418_left/022089	250	804	316	887	5.19
2018_02-13_1418_left/022090	234	803	299	896	5.19
2018_02-13_1418_left/022091	206	803	272	897	5.19
2018_02-13_1418_left/022092	191	803	253	893	5.19
2018_02-13_1418_left/022093	170	812	239	906	5.19
2018_02-13_1418_left/022094	139	798	209	891	5.19
2018_02-13_1418_left/022095	118	803	194	898	5.19
2018_02-13_1418_left/022096	87	800	158	898	5.19
2018_02-13_1418_left/022097	67	794	138	893	5.19
2018_02-13_1418_left/022098	39	794	115	900	5.19
2018_02-13_1418_left/022099	16	785	95	894	5.19
